pl_hostname,hd_name,hip_name,pl_pnum,pl_letter
Kepler-285,,,2,c
Kepler-286,,,4,b
Kepler-286,,,4,d
Kepler-286,,,4,e
Kepler-287,,,2,b
Kepler-288,,,3,b
Kepler-367,,,2,b
Kepler-367,,,2,c
Kepler-368,,,2,b
Kepler-369,,,2,b
Kepler-369,,,2,c
Kepler-370,,,2,b
Kepler-370,,,2,c
Kepler-371,,,2,c
Kepler-372,,,3,b
Kepler-372,,,3,c
Kepler-372,,,3,d
Kepler-373,,,2,b
Kepler-373,,,2,c
Kepler-374,,,3,b
Kepler-374,,,3,c
Kepler-374,,,3,d
Kepler-375,,,2,b
Kepler-375,,,2,c
Kepler-376,,,2,b
Kepler-376,,,2,c
Kepler-377,,,2,b
Kepler-378,,,2,b
Kepler-378,,,2,c
Kepler-379,,,2,b
Kepler-379,,,2,c
KELT-3,,,1,b
KIC 10001893,,,3,c
KOI-94,,,4,c
Kepler-10,,,2,b
Kepler-100,,,3,b
Kepler-101,,,2,b
Kepler-102,,,5,d
Kepler-103,,,2,b
Kepler-104,,,3,c
Kepler-106,,,4,b
Kepler-106,,,4,e
Kepler-107,,,4,d
Kepler-109,,,2,b
Kepler-11,,,6,e
Kepler-110,,,2,c
Kepler-112,,,2,c
Kepler-114,,,3,c
Kepler-116,,,2,c
Kepler-119,,,2,b
Kepler-121,,,2,b
Kepler-122,,,5,d
Kepler-124,,,3,b
Kepler-125,,,2,c
Kepler-127,,,3,b
Kepler-128,,,2,c
Kepler-439,,,1,b
Kepler-442,,,1,b
Kepler-446,,,3,b
Kepler-46,,,3,c
Kepler-48,,,4,b
Kepler-49,,,4,c
Kepler-50,,,2,c
Kepler-52,,,3,b
Kepler-53,,,3,c
Kepler-55,,,5,b
Kepler-55,,,5,f
Kepler-57,,,2,c
Kepler-59,,,2,c
Kepler-61,,,1,b
Kepler-62,,,5,e
Kepler-65,,,3,c
Kepler-66,,,1,b
Kepler-68,,,3,d
Kepler-77,,,1,b
Kepler-79,,,4,d
Kepler-8,,,1,b
Kepler-80,,,5,e
Kepler-82,,,4,b
Kepler-83,,,3,b
Kepler-288,,,3,c
Kepler-288,,,3,d
Kepler-289,,,3,b
Kepler-289,,,3,d
Kepler-290,,,2,b
Kepler-290,,,2,c
Kepler-291,,,2,c
Kepler-292,,,5,b
Kepler-292,,,5,c
Kepler-292,,,5,e
Kepler-292,,,5,f
Kepler-293,,,2,b
Kepler-294,,,2,b
Kepler-294,,,2,c
Kepler-295,,,3,c
Kepler-296,,,5,b
Kepler-296,,,5,c
Kepler-296,,,5,d
Kepler-296,,,5,f
Kepler-297,,,2,b
Kepler-297,,,2,c
Kepler-298,,,3,c
Kepler-298,,,3,d
Kepler-299,,,4,b
Kepler-299,,,4,c
Kepler-380,,,2,c
Kepler-381,,,2,b
Kepler-381,,,2,c
Kepler-382,,,2,c
Kepler-383,,,2,b
Kepler-384,,,2,c
Kepler-385,,,2,b
Kepler-385,,,2,c
Kepler-386,,,2,b
Kepler-387,,,2,b
Kepler-387,,,2,c
Kepler-388,,,2,b
Kepler-389,,,2,b
Kepler-389,,,2,c
Kepler-390,,,2,b
Kepler-391,,,2,b
Kepler-391,,,2,c
Kepler-392,,,2,b
Kepler-393,,,2,b
Kepler-393,,,2,c
Kepler-394,,,2,b
Kepler-394,,,2,c
Kepler-395,,,2,c
Kepler-396,,,2,b
Kepler-396,,,2,c
Kepler-130,,,3,c
Kepler-131,,,2,c
Kepler-132,,,4,c
Kepler-134,,,2,c
Kepler-136,,,2,c
Kepler-138,,,3,c
Kepler-14,,,1,b
Kepler-140,,,2,b
Kepler-142,,,3,b
Kepler-150,,,4,c
Kepler-151,,,2,c
Kepler-154,,,5,b
Kepler-156,,,2,b
Kepler-158,,,2,b
Kepler-160,,,2,c
Kepler-162,,,2,c
Kepler-164,,,3,c
Kepler-166,,,3,b
Kepler-168,,,2,c
Kepler-169,,,5,e
Kepler-171,,,3,b
Kepler-172,,,4,d
Kepler-174,,,3,b
Kepler-175,,,2,c
Kepler-177,,,2,b
Kepler-84,,,5,c
Kepler-85,,,4,b
Kepler-87,,,2,b
Kepler-92,,,3,c
Kepler-94,,,2,c
Kepler-97,,,2,b
Kepler-98,,,1,b
MOA 2007-BLG-192L,,,1,b
MOA 2009-BLG-387L,,,1,b
MOA-bin-1L,,,1,b
NGC 2682 YBP 1514,,,1,b
NN Ser,,,2,d
OGLE 2005-BLG-390L,,,1,b
OGLE 2007-BLG-368L,,,1,b
OGLE 2011-BLG-265L,,,1,b
OGLE 2012-BLG-358L,,,1,b
OGLE 2013-BLG-341L B,,,1,b
OGLE-TR-10,,,1,b
OGLE-TR-182,,,1,b
PH1,,,1,b
POTS-1,,,1,b
PSR B1257+12,,,3,d
Pr0201,,,1,b
Qatar-2,,,1,b
UZ For,,,2,c
VHS J125601.92-125723.9,,,1,b
Kepler-300,,,2,b
Kepler-300,,,2,c
Kepler-301,,,3,c
Kepler-299,,,4,e
Kepler-301,,,3,d
Kepler-302,,,2,b
Kepler-302,,,2,c
Kepler-303,,,2,b
Kepler-303,,,2,c
Kepler-304,,,4,b
Kepler-304,,,4,c
Kepler-304,,,4,d
Kepler-305,,,3,b
Kepler-305,,,3,c
Kepler-305,,,3,d
Kepler-306,,,4,b
Kepler-306,,,4,c
Kepler-306,,,4,e
Kepler-307,,,2,b
Kepler-307,,,2,c
Kepler-308,,,2,c
Kepler-309,,,2,b
Kepler-309,,,2,c
Kepler-310,,,3,c
Kepler-310,,,3,d
Kepler-397,,,2,c
Kepler-398,,,3,b
Kepler-398,,,3,c
Kepler-399,,,3,c
Kepler-399,,,3,d
Kepler-400,,,2,b
Kepler-400,,,2,c
Kepler-401,,,3,c
Kepler-402,,,4,b
Kepler-402,,,4,c
Kepler-402,,,4,e
Kepler-403,,,3,b
Kepler-403,,,3,c
Kepler-404,,,2,c
Kepler-405,,,2,b
Kepler-405,,,2,c
Kepler-406,,,2,c
Kepler-407,,,2,b
Kepler-408,,,1,b
Kepler-409,,,1,b
Kepler-411,,,2,b
Kepler-412,,,1,b
Kepler-414,,,2,b
Kepler-414,,,2,c
Kepler-415,,,2,c
Kepler-416,,,2,b
Kepler-178,,,3,d
Kepler-18,,,3,b
Kepler-186,,,5,b
Kepler-186,,,5,f
Kepler-188,,,2,c
Kepler-19,,,2,c
Kepler-191,,,3,b
Kepler-193,,,2,b
Kepler-194,,,3,d
Kepler-196,,,2,c
Kepler-198,,,3,b
Kepler-20,,,5,e
Kepler-200,,,2,b
Kepler-202,,,2,b
Kepler-204,,,2,b
Kepler-206,,,3,b
Kepler-207,,,3,c
Kepler-208,,,4,d
Kepler-210,,,2,c
Kepler-212,,,2,c
Kepler-242,,,2,c
Kepler-244,,,3,c
Kepler-246,,,2,b
Kepler-247,,,3,d
WASP-12,,,1,b
WASP-16,,,1,b
WASP-2,,,1,b
WASP-24,,,1,b
WASP-29,,,1,b
WASP-37,,,1,b
WASP-41,,,2,b
WASP-45,,,1,b
WASP-49,,,1,b
WASP-55,,,1,b
WASP-59,,,1,b
WASP-62,,,1,b
WASP-66,,,1,b
WASP-7,HD 197286,,1,b
WASP-73,HD 202678,,1,b
WASP-79,,,1,b
WASP-82,,,1,b
WASP-94 A,,,1,b
WASP-97,,,1,b
WTS-2,,,1,b
XO-4,,,1,b
Kepler-237,,,2,c
Kepler-238,,,5,b
Kepler-238,,,5,c
Kepler-311,,,2,c
Kepler-312,,,2,c
Kepler-313,,,2,b
Kepler-313,,,2,c
Kepler-314,,,2,c
Kepler-315,,,2,b
Kepler-315,,,2,c
Kepler-316,,,2,c
Kepler-317,,,2,b
Kepler-317,,,2,c
Kepler-311,,,2,b
Kepler-318,,,2,c
Kepler-319,,,3,b
Kepler-319,,,3,c
Kepler-319,,,3,d
Kepler-320,,,2,c
Kepler-321,,,2,b
Kepler-321,,,2,c
Kepler-322,,,2,c
Kepler-323,,,2,b
Kepler-323,,,2,c
Kepler-324,,,2,c
Kepler-325,,,3,b
Kepler-325,,,3,c
Kepler-326,,,3,b
Kepler-417,,,2,b
Kepler-417,,,2,c
Kepler-419,,,2,b
Kepler-420,,,1,b
Kepler-421,,,1,b
Kepler-423,,,1,b
Kepler-424,,,2,b
Kepler-425,,,1,b
Kepler-426,,,1,b
Kepler-427,,,1,b
KIC 10001893,,,3,b
KIC 10001893,,,3,d
Kepler-430,,,2,b
Kepler-431,,,3,b
Kepler-431,,,3,d
Kepler-432,,,2,b
Kepler-433,,,1,b
Kepler-435,,,1,b
Kepler-437,,,1,b
Kepler-438,,,1,b
Kepler-440,,,1,b
Kepler-441,,,1,b
Kepler-443,,,1,b
Kepler-445,,,3,b
Kepler-155,,,2,b
Kepler-155,,,2,c
Kepler-156,,,2,c
Kepler-157,,,3,b
Kepler-157,,,3,c
Kepler-158,,,2,c
Kepler-159,,,2,b
Kepler-159,,,2,c
Kepler-160,,,2,b
Kepler-161,,,2,b
Kepler-161,,,2,c
Kepler-162,,,2,b
Kepler-163,,,2,b
Kepler-163,,,2,c
Kepler-164,,,3,b
Kepler-164,,,3,d
Kepler-165,,,2,b
Kepler-165,,,2,c
Kepler-166,,,3,c
Kepler-167,,,4,b
Kepler-167,,,4,c
Kepler-168,,,2,b
Kepler-169,,,5,b
Kepler-169,,,5,c
Kepler-169,,,5,d
Kepler-169,,,5,f
HD 216536,HD 216536,,1,b
HD 219415,HD 219415,,1,b
HD 233604,HD 233604,,1,b
Kepler-57,,,2,b
Kepler-58,,,3,b
Kepler-58,,,3,c
Kepler-58,,,3,d
Kepler-59,,,2,b
Kepler-60,,,3,b
Kepler-60,,,3,c
Kepler-60,,,3,d
Kepler-62,,,5,b
Kepler-62,,,5,c
Kepler-62,,,5,d
Kepler-62,,,5,f
Kepler-63,,,1,b
Kepler-65,,,3,b
Kepler-65,,,3,d
Kepler-67,,,1,b
Kepler-68,,,3,b
Kepler-68,,,3,c
Kepler-69,,,2,b
Kepler-69,,,2,c
KOI-55,,,2,b
KOI-55,,,2,c
KOI-217,,,1,b
Kepler-74,,,1,b
Kepler-81,,,3,b
Kepler-81,,,3,c
Kepler-81,,,3,d
Kepler-82,,,4,c
Kepler-82,,,4,d
Kepler-82,,,4,e
Kepler-83,,,3,c
Kepler-83,,,3,d
Kepler-84,,,5,b
Kepler-84,,,5,d
Kepler-84,,,5,e
Kepler-84,,,5,f
Kepler-85,,,4,c
Kepler-85,,,4,d
Kepler-85,,,4,e
PH2,,,1,b
Kepler-87,,,2,c
KOI-142,,,2,b
KOI-142,,,2,c
KOI-94,,,4,b
KOI-94,,,4,e
KOI-351,,,7,b
KOI-351,,,7,c
KOI-351,,,7,d
KOI-351,,,7,e
KOI-351,,,7,f
KOI-351,,,7,g
KOI-351,,,7,h
Kepler-91,,,1,b
Kepler-92,,,3,b
Kepler-93,,,2,b
Kepler-93,,,2,c
Kepler-94,,,2,b
Kepler-95,,,1,b
Kepler-96,,,1,b
Kepler-97,,,2,c
Kepler-99,,,1,b
Kepler-100,,,3,c
Kepler-100,,,3,d
Kepler-101,,,2,c
Kepler-102,,,5,b
Kepler-102,,,5,c
Kepler-102,,,5,e
Kepler-102,,,5,f
Kepler-103,,,2,c
Kepler-104,,,3,b
Kepler-104,,,3,d
Kepler-105,,,2,b
Kepler-105,,,2,c
Kepler-106,,,4,c
Kepler-106,,,4,d
Kepler-107,,,4,b
Kepler-107,,,4,c
Kepler-107,,,4,e
Kepler-108,,,2,b
Kepler-108,,,2,c
Kepler-109,,,2,c
Kepler-110,,,2,b
Kepler-111,,,2,b
Kepler-75,,,1,b
Kepler-76,,,1,b
Kepler-78,,,1,b
Kepler-79,,,4,b
Kepler-79,,,4,c
Kepler-79,,,4,e
Kepler-80,,,5,b
Kepler-80,,,5,c
Kepler-80,,,5,d
Kepler-111,,,2,c
Kepler-112,,,2,b
Kepler-113,,,2,b
Kepler-113,,,2,c
Kepler-114,,,3,b
Kepler-114,,,3,d
DH Tau,,,1,b
DP Leo,,,1,b
GU Psc,,,1,b
NN Ser,,,2,c
NY Vir,,,1,b
RR Cae,,,1,b
UZ For,,,2,b
1RXS J160929.1-210524,,,1,b
2MASS J01225093-2439505,,,1,b
2MASS J02192210-3925225,,,1,b
2MASS J12073346-3932539,,,1,b
2MASS J21402931+1625183 A,,,1,b
BD-13 2130,,,1,b
BD+20 274,,,1,b
BD+20 2457,,,2,b
HAT-P-57,,,1,b
HAT-P-50,,,1,b
HAT-P-51,,,1,b
HAT-P-52,,,1,b
HAT-P-53,,,1,b
KIC 3558849,,,1,b
KIC 5951458,,,1,b
KIC 8540376,,,2,b
KIC 8540376,,,2,c
KIC 9663113,,,1,b
KIC 10525077,,,1,b
KIC 5437945,,,2,b
K2-25,,,1,b
TYC 3667-1280-1,,,1,b
Kepler-818,,,1,b
Kepler-819,,,1,b
Kepler-820,,,1,b
Kepler-821,,,1,b
Kepler-822,,,1,b
Kepler-823,,,1,b
Kepler-824,,,1,b
Kepler-825,,,2,b
Kepler-825,,,2,c
Kepler-826,,,1,b
Kepler-827,,,1,b
Kepler-828,,,1,b
Kepler-829,,,1,b
Kepler-830,,,1,b
Kepler-831,,,1,b
Kepler-832,,,1,b
Kepler-833,,,1,b
Kepler-834,,,1,b
Kepler-835,,,1,b
Kepler-836,,,1,b
Kepler-837,,,1,b
Kepler-838,,,1,b
Kepler-839,,,1,b
Kepler-840,,,1,b
Kepler-841,,,1,b
Kepler-842,,,1,b
Kepler-843,,,1,b
Kepler-844,,,1,b
Kepler-845,,,1,b
Kepler-846,,,1,b
Kepler-847,,,1,b
Kepler-848,,,1,b
Kepler-849,,,1,b
Kepler-850,,,1,b
Kepler-851,,,1,b
Kepler-852,,,1,b
Kepler-853,,,1,b
Kepler-854,,,1,b
Kepler-855,,,1,b
Kepler-856,,,1,b
Kepler-857,,,1,b
Kepler-858,,,1,b
Kepler-859,,,1,b
Kepler-860,,,1,b
Kepler-861,,,1,b
Kepler-862,,,1,b
Kepler-863,,,1,b
Kepler-864,,,1,b
Kepler-865,,,1,b
Kepler-866,,,1,b
Kepler-867,,,1,b
Kepler-868,,,1,b
Kepler-869,,,1,b
Kepler-870,,,1,b
Kepler-871,,,1,b
Kepler-872,,,1,b
Kepler-873,,,1,b
Kepler-874,,,1,b
Kepler-875,,,1,b
Kepler-876,,,1,b
Kepler-877,,,1,b
Kepler-878,,,1,b
Kepler-879,,,1,b
Kepler-880,,,1,b
Kepler-881,,,1,b
Kepler-882,,,1,b
Kepler-883,,,1,b
Kepler-884,,,1,b
HATS-13,,,1,b
HATS-14,,,1,b
OGLE 2012-BLG-0563L,,,1,b
HD 95872,HD 95872,,1,b
HD 5583,HD 5583,,1,b
BD+15 2375,,,1,b
K2-29,,,1,b
MOA 2011-BLG-028L,,,1,b
KELT-10,,,1,b
OGLE 2012-BLG-0724L,,,1,b
Kepler-885,,,1,b
Kepler-886,,,1,b
Kepler-887,,,2,b
Kepler-887,,,2,c
Kepler-888,,,1,b
Kepler-889,,,1,b
Kepler-890,,,1,b
Kepler-304,,,4,e
Kepler-891,,,1,b
Kepler-892,,,1,b
Kepler-893,,,1,b
Kepler-894,,,1,b
Kepler-895,,,1,b
Kepler-896,,,1,b
Kepler-897,,,1,b
Kepler-898,,,1,b
Kepler-899,,,1,b
Kepler-900,,,1,b
Kepler-901,,,1,b
Kepler-902,,,1,b
Kepler-903,,,2,b
Kepler-903,,,2,c
Kepler-904,,,1,b
Kepler-905,,,1,b
Kepler-906,,,1,b
Kepler-907,,,1,b
Kepler-908,,,1,b
Kepler-909,,,1,b
Kepler-910,,,1,b
Kepler-911,,,1,b
Kepler-912,,,1,b
Kepler-913,,,1,b
Kepler-914,,,1,b
Kepler-915,,,1,b
Kepler-916,,,1,b
Kepler-917,,,1,b
Kepler-918,,,1,b
Kepler-919,,,1,b
Kepler-920,,,2,b
Kepler-920,,,2,c
Kepler-921,,,1,b
Kepler-922,,,1,b
Kepler-923,,,1,b
Kepler-924,,,1,b
Kepler-925,,,1,b
Kepler-926,,,1,b
Kepler-927,,,1,b
Kepler-928,,,1,b
Kepler-929,,,1,b
Kepler-930,,,1,b
Kepler-931,,,1,b
Kepler-932,,,1,b
Kepler-933,,,1,b
Kepler-934,,,1,b
Kepler-935,,,1,b
Kepler-936,,,1,b
Kepler-937,,,2,b
Kepler-937,,,2,c
Kepler-938,,,1,b
Kepler-939,,,1,b
Kepler-940,,,1,b
Kepler-941,,,1,b
Kepler-942,,,1,b
Kepler-943,,,1,b
Kepler-944,,,1,b
Kepler-945,,,1,b
Kepler-946,,,1,b
Kepler-947,,,1,b
Kepler-948,,,1,b
Kepler-949,,,1,b
Kepler-411,,,2,c
Kepler-950,,,1,b
Kepler-951,,,1,b
Kepler-952,,,1,b
Kepler-953,,,2,b
Kepler-167,,,4,d
Kepler-167,,,4,e
Kepler-1157,,,1,b
Kepler-1158,,,1,b
Kepler-1159,,,1,b
Kepler-1160,,,1,b
Kepler-1161,,,1,b
Kepler-1162,,,1,b
Kepler-1163,,,1,b
Kepler-1164,,,1,b
Kepler-1165,,,1,b
Kepler-1166,,,1,b
Kepler-1167,,,1,b
Kepler-1168,,,1,b
Kepler-1169,,,1,b
Kepler-1170,,,1,b
Kepler-1171,,,1,b
Kepler-1172,,,1,b
Kepler-1173,,,1,b
Kepler-1174,,,1,b
Kepler-1175,,,1,b
Kepler-1176,,,1,b
Kepler-1177,,,1,b
Kepler-1178,,,1,b
Kepler-1179,,,1,b
Kepler-1180,,,1,b
Kepler-1181,,,1,b
Kepler-1182,,,1,b
Kepler-1183,,,1,b
Kepler-1184,,,1,b
Kepler-1185,,,1,b
Kepler-1186,,,1,b
Kepler-1187,,,1,b
Kepler-953,,,2,c
Kepler-1275,,,1,b
Kepler-1276,,,1,b
Kepler-1277,,,1,b
Kepler-1278,,,1,b
Kepler-1279,,,1,b
Kepler-1280,,,1,b
Kepler-1281,,,1,b
Kepler-1282,,,1,b
Kepler-1283,,,1,b
Kepler-1284,,,1,b
Kepler-1285,,,1,b
Kepler-1286,,,1,b
Kepler-1287,,,1,b
Kepler-1288,,,1,b
Kepler-1289,,,1,b
Kepler-1290,,,1,b
Kepler-1291,,,1,b
Kepler-1292,,,1,b
Kepler-1293,,,1,b
Kepler-1294,,,1,b
Kepler-1295,,,1,b
Kepler-1296,,,1,b
Kepler-1297,,,1,b
Kepler-1298,,,1,b
Kepler-1299,,,1,b
Kepler-1300,,,1,b
Kepler-1301,,,1,b
Kepler-1302,,,1,b
Kepler-1303,,,1,b
Kepler-1304,,,1,b
Kepler-1018,,,1,b
Kepler-1019,,,1,b
Kepler-1020,,,1,b
Kepler-1021,,,1,b
Kepler-1022,,,1,b
Kepler-1023,,,1,b
Kepler-1024,,,1,b
Kepler-1025,,,1,b
Kepler-342,,,4,e
Kepler-1026,,,1,b
Kepler-1027,,,1,b
Kepler-1028,,,1,b
Kepler-1029,,,1,b
Kepler-1030,,,1,b
Kepler-1031,,,1,b
Kepler-1032,,,1,b
Kepler-1033,,,1,b
Kepler-1034,,,1,b
K2-26,,,1,b
Kepler-1035,,,1,b
Kepler-1036,,,1,b
Kepler-1037,,,1,b
Kepler-1038,,,1,b
Kepler-1039,,,1,b
Kepler-1040,,,1,b
Kepler-1188,,,1,b
Kepler-1189,,,1,b
Kepler-1190,,,1,b
Kepler-1191,,,1,b
Kepler-1192,,,1,b
Kepler-1193,,,1,b
Kepler-1194,,,1,b
Kepler-1195,,,1,b
Kepler-1196,,,1,b
Kepler-1197,,,1,b
Kepler-1198,,,1,b
Kepler-1199,,,1,b
Kepler-1200,,,1,b
Kepler-1201,,,1,b
Kepler-1202,,,1,b
Kepler-1203,,,1,b
Kepler-1204,,,1,b
Kepler-1205,,,1,b
Kepler-1206,,,1,b
Kepler-1207,,,1,b
Kepler-1208,,,1,b
Kepler-1209,,,1,b
Kepler-1210,,,1,b
Kepler-1211,,,1,b
Kepler-1212,,,1,b
Kepler-1213,,,1,b
Kepler-1214,,,1,b
Kepler-1215,,,1,b
Kepler-1216,,,1,b
Kepler-1217,,,1,b
Kepler-1305,,,1,b
Kepler-1306,,,1,b
Kepler-1307,,,1,b
Kepler-1308,,,1,b
Kepler-1309,,,1,b
Kepler-1310,,,1,b
Kepler-1311,,,2,b
Kepler-1311,,,2,c
Kepler-1312,,,1,b
Kepler-1313,,,1,b
Kepler-1314,,,1,b
Kepler-398,,,3,d
Kepler-1315,,,1,b
Kepler-1316,,,1,b
Kepler-1317,,,1,b
Kepler-1318,,,1,b
Kepler-1319,,,1,b
Kepler-1320,,,1,b
Kepler-401,,,3,d
Kepler-1321,,,2,b
Kepler-1321,,,2,c
Kepler-1322,,,1,b
Kepler-1323,,,1,b
Kepler-1324,,,1,b
Kepler-1325,,,1,b
Kepler-1326,,,1,b
Kepler-1327,,,1,b
Kepler-1328,,,1,b
Kepler-403,,,3,d
Kepler-1329,,,1,b
Kepler-1330,,,1,b
Kepler-1041,,,1,b
Kepler-1042,,,1,b
Kepler-1043,,,1,b
Kepler-1044,,,1,b
Kepler-1045,,,1,b
Kepler-1046,,,1,b
Kepler-1047,,,2,b
Kepler-1047,,,2,c
Kepler-1048,,,1,b
Kepler-1049,,,1,b
Kepler-1050,,,2,b
Kepler-1050,,,2,c
Kepler-1051,,,1,b
Kepler-1052,,,1,b
Kepler-1053,,,1,b
Kepler-1054,,,1,b
Kepler-1055,,,1,b
Kepler-1056,,,1,b
Kepler-1057,,,1,b
Kepler-1058,,,1,b
Kepler-1059,,,1,b
Kepler-1060,,,1,b
Kepler-1061,,,1,b
Kepler-351,,,3,d
Kepler-1062,,,1,b
Kepler-1063,,,1,b
Kepler-1064,,,1,b
Kepler-1065,,,2,b
Kepler-1065,,,2,c
Kepler-1066,,,1,b
Kepler-1067,,,1,b
Kepler-1218,,,1,b
Kepler-1219,,,1,b
Kepler-1220,,,1,b
Kepler-1221,,,1,b
Kepler-1222,,,1,b
Kepler-1223,,,1,b
Kepler-1224,,,1,b
Kepler-1225,,,1,b
Kepler-1226,,,1,b
Kepler-1227,,,1,b
Kepler-1228,,,1,b
Kepler-1229,,,1,b
Kepler-1230,,,1,b
Kepler-1231,,,1,b
Kepler-1232,,,1,b
Kepler-1233,,,1,b
Kepler-1234,,,1,b
Kepler-1235,,,1,b
Kepler-1236,,,1,b
Kepler-1237,,,1,b
Kepler-1238,,,1,b
Kepler-1239,,,1,b
Kepler-1240,,,1,b
Kepler-1241,,,1,b
Kepler-1242,,,1,b
Kepler-1243,,,1,b
Kepler-1244,,,1,b
Kepler-1245,,,2,b
Kepler-1245,,,2,c
Kepler-1246,,,1,b
Kepler-1331,,,1,b
Kepler-1332,,,1,b
Kepler-1333,,,1,b
Kepler-1334,,,1,b
Kepler-1335,,,1,b
Kepler-1336,,,2,b
Kepler-1336,,,2,c
Kepler-1337,,,1,b
Kepler-1338,,,1,b
Kepler-1339,,,1,b
Kepler-1340,,,1,b
Kepler-1341,,,1,b
Kepler-1342,,,1,b
Kepler-1343,,,1,b
Kepler-1344,,,1,b
Kepler-1345,,,1,b
Kepler-1346,,,1,b
Kepler-1347,,,1,b
Kepler-1348,,,1,b
Kepler-1349,,,1,b
Kepler-1350,,,2,b
Kepler-1350,,,2,c
Kepler-1351,,,1,b
KELT-14,,,1,b
KELT-15,,,1,b
Kepler-1352,,,1,b
Kepler-1353,,,1,b
Kepler-1068,,,1,b
Kepler-1069,,,1,b
Kepler-1070,,,1,b
Kepler-1071,,,1,b
Kepler-1072,,,1,b
Kepler-1073,,,2,b
Kepler-1073,,,2,c
Kepler-1074,,,1,b
Kepler-1075,,,1,b
Kepler-1076,,,1,b
Kepler-1077,,,1,b
Kepler-1078,,,1,b
Kepler-1079,,,1,b
Kepler-1080,,,1,b
Kepler-1081,,,1,b
Kepler-1082,,,1,b
Kepler-1083,,,1,b
Kepler-1084,,,1,b
Kepler-1085,,,1,b
Kepler-1086,,,2,b
Kepler-1086,,,2,c
Kepler-1087,,,1,b
Kepler-1088,,,1,b
Kepler-1089,,,1,b
Kepler-1090,,,1,b
Kepler-1091,,,1,b
Kepler-1092,,,1,b
Kepler-1093,,,2,b
Kepler-1093,,,2,c
Kepler-1094,,,1,b
Kepler-1095,,,1,b
Kepler-1247,,,1,b
Kepler-1248,,,1,b
Kepler-1249,,,1,b
Kepler-1250,,,1,b
Kepler-1251,,,1,b
Kepler-1252,,,1,b
Kepler-1253,,,1,b
Kepler-1254,,,3,b
Kepler-1254,,,3,c
Kepler-1254,,,3,d
Kepler-1255,,,1,b
Kepler-1256,,,1,b
Kepler-1257,,,1,b
Kepler-1258,,,1,b
Kepler-1259,,,1,b
Kepler-1260,,,1,b
Kepler-1261,,,1,b
Kepler-1262,,,1,b
Kepler-1263,,,1,b
Kepler-1264,,,1,b
Kepler-1265,,,1,b
Kepler-1266,,,1,b
Kepler-1267,,,1,b
Kepler-1268,,,1,b
Kepler-436,,,2,c
Kepler-1269,,,1,b
Kepler-1270,,,1,b
Kepler-1271,,,1,b
Kepler-1272,,,1,b
Kepler-1273,,,1,b
Kepler-1274,,,1,b
Kepler-1354,,,1,b
Kepler-1355,,,1,b
Kepler-1356,,,1,b
Kepler-1357,,,1,b
Kepler-1358,,,1,b
Kepler-1359,,,1,b
Kepler-1360,,,1,b
Kepler-1361,,,1,b
Kepler-1362,,,1,b
Kepler-1363,,,1,b
Kepler-1364,,,1,b
Kepler-1365,,,2,b
Kepler-1365,,,2,c
Kepler-1366,,,1,b
Kepler-1367,,,1,b
Kepler-1368,,,1,b
Kepler-1369,,,1,b
Kepler-1370,,,2,b
Kepler-1370,,,2,c
Kepler-1371,,,2,b
Kepler-1371,,,2,c
Kepler-1372,,,1,b
Kepler-1373,,,1,b
Kepler-1374,,,1,b
Kepler-1375,,,1,b
Kepler-1376,,,1,b
Kepler-1377,,,1,b
Kepler-1378,,,1,b
Kepler-1379,,,1,b
Kepler-1380,,,1,b
Kepler-1096,,,1,b
Kepler-1097,,,1,b
Kepler-1098,,,1,b
Kepler-1099,,,1,b
Kepler-1100,,,1,b
Kepler-1101,,,1,b
Kepler-1102,,,1,b
Kepler-1103,,,1,b
Kepler-1104,,,1,b
Kepler-1105,,,1,b
Kepler-1106,,,1,b
Kepler-1107,,,1,b
Kepler-1108,,,1,b
Kepler-1109,,,1,b
Kepler-1110,,,1,b
Kepler-214,,,2,b
Kepler-214,,,2,c
Kepler-215,,,4,b
Kepler-215,,,4,c
Kepler-215,,,4,d
Kepler-215,,,4,e
Kepler-216,,,2,b
Kepler-216,,,2,c
Kepler-217,,,3,b
Kepler-217,,,3,c
Kepler-218,,,3,b
Kepler-218,,,3,c
Kepler-219,,,3,b
Kepler-567,,,1,b
Kepler-568,,,1,b
Kepler-569,,,1,b
Kepler-570,,,1,b
Kepler-166,,,3,d
Kepler-571,,,1,b
Kepler-572,,,1,b
Kepler-573,,,1,b
Kepler-574,,,1,b
Kepler-575,,,1,b
Kepler-576,,,1,b
Kepler-577,,,1,b
Kepler-578,,,1,b
Kepler-579,,,1,b
Kepler-80,,,5,f
Kepler-580,,,1,b
Kepler-581,,,1,b
Kepler-582,,,1,b
Kepler-507,,,1,b
Kepler-508,,,1,b
Kepler-509,,,1,b
Kepler-510,,,1,b
Kepler-132,,,4,e
Kepler-511,,,1,b
Kepler-512,,,1,b
Kepler-513,,,1,b
Kepler-514,,,1,b
Kepler-515,,,1,b
Kepler-516,,,1,b
Kepler-517,,,1,b
Kepler-518,,,1,b
Kepler-1381,,,1,b
Kepler-1382,,,1,b
Kepler-1383,,,1,b
Kepler-1384,,,1,b
Kepler-1385,,,1,b
Kepler-1386,,,1,b
Kepler-1387,,,1,b
Kepler-1388,,,4,b
Kepler-1388,,,4,c
Kepler-1388,,,4,d
Kepler-1388,,,4,e
